pmid,doctor
17520176,"['Darren R. Feldman', 'Robert J. Motzer']"
17520692,['David A. Reardon']
17522861,['Amy B. Heimberger']
17529992,['Yu Chen']
17530174,"['Andrew E. Sloan', 'Frederick G. Barker']"
17530484,['Stuart M. Lichtman']
17531109,['Marwan Fakih']
17533047,['Srdan Verstovsek']
17536344,['Yukio Sonoda']
17538173,['Clinton F. Stewart']
17538175,"['Howard Colman', 'Jan C. Buckner', 'Amy B. Heimberger', 'W. K. Alfred Yung']"
17542512,['Robert Winn']
17542713,['Jeffrey N. Weitzel']
17544243,['Dennis Chi']
17545000,['Lewis R. Roberts']
17545195,['Pasi A. Janne']
17545536,['Mark J. Ratain']
17545538,['Steven P. Treon']
17545607,['John Marshall']
17548037,['Elizabeth A. Mittendorf']
17552954,"['Christopher G. Wood', 'Patricia Troncoso']"
17554787,['Thomas E. Merchant']
17557949,['Roy S. Herbst']
17559146,"['Henry C. Pitot', 'Steven R Alberts', 'Stephen K. Williamson', 'Charles S. Fuchs']"
17560983,['Todd L. Demmy']
17570567,['Jedd D. Wolchok']
17574329,['Marcia S. Brose']
17575165,['Hassane M. Zarour']
17575219,['Amy B. Heimberger']
17577039,['Clinton F. Stewart']
17578061,['Paul D. Brown']
17578784,['Kenneth V. I. Rolston']
17580092,['Henry Brem']
17580263,['Sergio Giralt']
17582770,['James Huang']
17585331,['Panagiotis A. Konstantinopoulos']
17593028,"['Partow Kebriaei', 'Farhad Ravandi', 'Guillermo Garcia-Manero']"
17594721,['George Wilding']
17597346,['Kimberly J. Van Zee']
17601470,['Eduardo Bruera']
17601836,['Eduardo Bruera']
17601843,['Eduardo Bruera']
17602073,"['Nancy T. Sklarin', 'Leonard B. Saltz']"
17602224,['David G. Pfister']
17605814,"['Robert J. Motzer', 'M Dror Michaelson']"
17608359,['David Schiff']
17608362,['Andrew E. Sloan']
17609425,['Anas Younes']
17611701,['W. K. Alfred Yung']
17616457,['Jiping Wang']
17624814,['Lisa Diller']
17626119,['Kenneth J. Pienta']
17626403,"['Joe Y. Chang', 'Jack A. Roth']"
17629669,['Ching-Hon Pui']
17631181,['Stefan O. Ciurea']
17634948,['Alok A. Khorana']
17638662,"['Lewis R. Roberts', 'Kevin C. Halling']"
17641063,['Thomas Gajewski']
17641138,['Cathy J Bradley']
17641518,['Karen Kelly']
17644731,['Michael Wang']
17646271,['Jeffrey N. Weitzel']
17651015,['Mahesh Seetharam']
17654659,['Steven E. Schild']
17655039,"['Carol J. Fabian', 'Ernest Hawk']"
17659340,"['Timothy Call', 'Michael R. Grever', 'John C. Byrd', 'Tait D. Shanafelt']"
17664479,['Joanne Wolfe']
17667521,"['Michael B. Atkins', 'Marc S. Ernstoff', 'Thomas Gajewski']"
17667522,['Michael B. Atkins']
17667543,['Marc Ladanyi']
17668864,['Leslie L. Robison']
17669477,"['Pamela T. Soliman', 'Diane C. Bodurka']"
17671203,['Umar Mahmood']
17674351,"['Charles L. Loprinzi', 'Aminah Jatoi']"
17675184,['Elizabeth M. Jaffee']
17680315,"['George J. Chang', 'Paul F. Mansfield', 'Barry W. Feig']"
17681105,['Marwan Fakih']
17683072,['Umar Mahmood']
17683868,['Panagiotis A. Konstantinopoulos']
17687152,"['Vicente Valero', 'Eduardo Bruera']"
17687154,['Mark J. Ratain']
17689876,['Daphne A. Haas-Kogan']
17695389,['Henry Brem']
17697101,"['Stuart M. Lichtman', 'Ghassan K. Abou-Alfa']"
17703910,"['Paul D. Brown', 'Jan C. Buckner']"
17706484,['Kelly Hunt']
17707280,['Harvey J. Mamon']
17714949,['Monica Morrow']
17717135,"['Marcel R. M. Van Den Brink', 'Miguel-Angel Perales']"
17717602,"['David A. Scheinberg', 'Steven M. Larson']"
17721433,['Candace S. Johnson']
17722742,['Victor M. Santana']
17723212,['Thomas Gajewski']
17760524,['Aminah Jatoi']
17762734,['Mark Bilsky']
17768394,['Charis Eng']
17768625,['Peter D. Cole']
17785206,['Michael Wang']
17785665,['Camilo E. Fadul']
17785706,"['Gabriel N. Hortobagyi', 'Vicente Valero', 'Lajos Pusztai']"
17786185,['Kenneth J. Pienta']
17786537,['John Marshall']
17786717,"['Olatoyosi Odenike', 'Richard A. Larson', 'Wendy Stock']"
17804745,"['Ralph R. Weichselbaum', 'Mitchell C. Posner']"
17805937,"['Timothy M. Pawlik', 'Richard D. Schulick']"
17822958,['Ping Chi']
17822959,['Ping Chi']
17826484,"['Ashish M. Kamat', 'Colin P.N. Dinney']"
17827458,['Ralph R. Weichselbaum']
17828575,"['Monica Morrow', 'Tait D. Shanafelt']"
17846090,['Eduardo Bruera']
17848677,"['Howard Colman', 'Frederick F. Lang']"
17849470,['David S. Hong']
17855013,['Sameer R. Keole']
17872411,['Keith L. Ligon']
17873646,['Stephen J. Forman']
17875753,['Thomas Gajewski']
17877424,['Ann M. Gillenwater']
17877427,['Ralph R. Weichselbaum']
17878363,"['T. Peter Kingham', 'George Plitas']"
17878520,"['Martin Edelman', 'Saranya Chumsri']"
17882655,"['Elizabeth A. Blair', 'Everett E. Vokes', 'Tanguy Y. Seiwert', 'Ann Mauer']"
17883287,['Heinz-Josef Lenz']
17884232,['Henry Brem']
17889268,['Daphne A. Haas-Kogan']
17891441,['Kevin S. Hughes']
17892361,['Michael Wang']
17892918,['Thomas E. Merchant']
17893297,"['Paul D. Brown', 'David Schiff']"
17895292,['Powel Brown']
17896151,['Paul Russo']
17896786,"['Jonathan C. Trent', 'Shreyaskumar Patel']"
17897276,"['Ching-Hon Pui', 'Melissa M. Hudson', 'John T. Sandlund']"
17898044,['Patrick Hwu']
17898564,['Paul G. Richardson']
17903735,['Valerie W. Rusch']
17906439,['Jaffer A. Ajani']
17908533,"['Paul D. Brown', 'Joon H. Uhm', 'Jan C. Buckner']"
17909027,['Ralph R. Weichselbaum']
17909028,['Margaret von Mehren']
17909045,['Luis A. Diaz']
17909054,['Keith Flaherty']
17910637,['Tamila L. Kindwall-Keller']
17910693,['Ann M. Gillenwater']
17914739,['Carolyn N. Krasner']
17917155,['Michael J. Pishvaian']
17920890,"['Claudine Isaacs', 'Karen L. Smith']"
17920900,['Kenneth Offit']
17921029,['David A. Reardon']
17922523,['Steven E. Schild']
17924057,['Leonard B. Saltz']
17925560,"['Banu Arun', 'Gabriel N. Hortobagyi', 'Vicente Valero']"
17927520,"['Ralph R. Weichselbaum', 'Mitchell C. Posner']"
17928050,['Anjali S. Advani']
17932906,['Melissa M. Hudson']
17933617,['Jennifer W. Mack']
17938030,"['Sergio Giralt', 'Alexander J. Lazar']"
17939770,['David Schiff']
17941029,"['Guru Sonpavde', 'Christopher Sweeney', 'William R. Berry']"
17942887,['Luis A. Diaz']
17942891,['Amy B. Heimberger']
17943956,['Lewis B. Silverman']
17944728,['Nicole R. LeBoeuf']
17947475,['Jerome Ritz']
17947489,['Ralph R. Weichselbaum']
17947719,['David A. Reardon']
17947729,['Clinton F. Stewart']
17949452,"['Michael R. Grever', 'John C. Byrd']"
17950782,['Alexander J. Lazar']
17950919,['Yago Nieto']
17951232,['Rogerio Lilenbaum']
17952745,['David Schiff']
17956667,['Yuan Yuan']
17959539,['Yu Chen']
17960339,['Steven E. Schild']
17961036,['Patrick Y. Wen']
17961188,['John C. Byrd']
17964025,"['Patrick Y. Wen', 'David Schiff']"
17964026,['Frederick F. Lang']
17964028,['David A. Reardon']
17964029,"['Patrick Y. Wen', 'David Schiff']"
17968019,['Alok A. Khorana']
17972473,['Yu Chen']
17974913,['Keith L. Ligon']
17975015,"['Shaji Kumar', 'Morie A. Gertz', 'Martha Lacy', 'S. Vincent Rajkumar', 'Angela Dispenzieri', 'Suzanne R. Hayman']"
17977261,['Christina Chu']
17980189,['Joan L. Walker']
17981543,['Leisha A. Emens']
17981683,['Jack A. Roth']
17982433,['David Schiff']
17982679,"['Ralph R. Weichselbaum', 'Mitchell C. Posner']"
17983948,['Frank C. Detterbeck']
17985963,['Eduardo Bruera']
17985971,['Eduardo Bruera']
17986853,['Stephen Swisher']
17987914,['Thomas J. Smith']
17991351,"['Daniel A. Mulrooney', 'Melissa M. Hudson']"
17992096,['David Schiff']
17998544,['Robert J. Motzer']
17999125,['Richard D. Schulick']
18005783,['Barbara A. Pockaj']
18006613,['Annick D. Van Den Abbeele']
18006703,['Rafael Fonseca']
18006771,"['Clinton F. Stewart', 'Victor M. Santana']"
18006772,['Clinton F. Stewart']
18020923,['Patrick Y. Wen']
18021089,['Timothy Call']
18023668,"['James Huang', 'Valerie W. Rusch']"
18023712,['Alok A. Khorana']
18026115,['Renier J. Brentjens']
18032978,['Charles L. Loprinzi']
18042711,['Andrzej J. Jakubowiak']
18043132,"['Stephen Leong', 'D. Ross Camidge', 'Lia Gore']"
18045966,['Charles L. Sawyers']
18048828,"['Mark M. Souweidane', 'Nai-Kong V. Cheung', 'Steven M. Larson', 'Ira J. Dunkel']"
18053191,['Alberto J. Montero']
18053430,['William Breitbart']
18055857,['Alok A. Khorana']
18056194,['W. K. Alfred Yung']
18056196,['Evanthia Galanis']
18057279,['Ravi Murthy']
18057284,['Ravi Murthy']
18059086,['Melissa M. Hudson']
18059661,['Stephen R. Grobmyer']
18061679,"['George Wilding', 'Anne M. Traynor']"
18062747,['Jonathan E. Rosenberg']
18063750,['Ivan Borrello']
18065732,"['Dean F. Bajorin', 'Robert J. Motzer']"
18068311,['Matthew T. Ballo']
18068628,"['Richard M. Stone', 'James D. Griffin']"
18070720,['Paul G. Richardson']
18072272,['Willie Underwood']
18077264,['Thomas J. Smith']
18077431,"['Ingo K. Mellinghoff', 'Matthew Meyerson']"
18077533,['David A. Reardon']
18079360,['Amy B. Heimberger']
18083845,"['John C. Byrd', 'Robert A. Baiocchi', 'Rebecca B. Klisovic']"
18085590,['Gerardo Colon-Otero']
18088205,['Eric L. Chang']
18089777,['W. K. Alfred Yung']
18091057,['Theodore S. Hong']
18091279,['Frederick F. Lang']
18094400,['Scott Kopetz']
18094423,"['Patrick Y. Wen', 'David Schiff']"
18096224,['Robert A. Baiocchi']
18097019,['Drew M. Pardoll']
18097463,['Minetta C. Liu']
18155273,"['Kathleen M. Schmeler', 'Diane C. Bodurka', 'Robert L. Coleman']"
18156047,['Mark Bilsky']
18156054,['Mark Bilsky']
18158195,['Paul D. Brown']
18164342,"['Daniel A. Mulrooney', 'Leslie L. Robison']"
18164645,['Panagiotis A. Konstantinopoulos']
18164829,['W. K. Alfred Yung']
18165646,"['Harry W. Herr', 'Ashish M. Kamat']"
18172902,"['Dean F. Bajorin', 'Robert J. Motzer']"
18173999,['Aditya Bardia']
18175205,"['Lode J. Swinnen', 'George Thomas Budd']"
18176109,['Henry Brem']
18178089,['Paul J. Shami']
18178839,['Raquel Nunes']
18182481,['Steven Grant']
18187811,['Melissa M. Hudson']
18188520,['Steven E. Schild']
18190862,['David B. Solit']
18193422,"['Don M. Benson', 'Paul Monk']"
18194077,['Evanthia Galanis']
18199626,['Kelvin Lee']
18201229,['Alexander J. Lazar']
18202224,['Marc S. Ernstoff']
18204439,['Gabriel N. Hortobagyi']
18212178,['William Breitbart']
18215105,"['Ingo K. Mellinghoff', 'Charles L. Sawyers']"
18215780,['Edwin Alyea']
18216292,['Alok A. Khorana']
18216329,['Charis Eng']
18216498,['Steven Grant']
18217691,['Steven Grant']
18222204,['Todd L. Demmy']
18223223,['Ingo K. Mellinghoff']
18223552,['Alexander J. Lazar']
18227527,['Mark J. Ratain']
18234426,['Paul D. Brown']
18234445,['Mark Bilsky']
18234504,['Paul Russo']
18234959,['Hidayatullah G. Munshi']
18235440,"['Richard E. Champlin', 'Naoto T. Ueno']"
18236117,['Melanie B. Thomas']
18239459,['Robert G. Maki']
18240671,['Charles L. Loprinzi']
18242321,['Victor M. Santana']
18242385,['Elisabeth I. Heath']
18243458,['Gregory A. Abel']
18245009,['Paul E. Goss']
18245540,['Srdan Verstovsek']
18246349,['Candace S. Johnson']
18251283,['Eduardo Bruera']
18253154,['Frederick F. Lang']
18256938,['David A. Reardon']
18257855,['Peter T. Scardino']
18266225,"['Paul A. Meyers', 'Leonard H. Wexler']"
18268128,['Leslie L. Robison']
18279064,['Bradley J. Monk']
18281546,"['Stanton L. Gerson', 'Clinton F. Stewart']"
18281665,['Clinton F. Stewart']
18283795,['Anas Younes']
18286466,"['Steven N. Hochwald', 'Stephen R. Grobmyer']"
18286473,['Samuel Singer']
18287265,['Steven M. Larson']
18287339,['David A. Reardon']
18288232,['Ann M. Gillenwater']
18292480,['Susan B. LeGrand']
18293379,['Ira J. Dunkel']
18306274,['Thomas E. Merchant']
18308217,"['Steven N. Hochwald', 'Stephen R. Grobmyer']"
18308251,['Ching-Hon Pui']
18313524,['Christina Tsien']
18314417,"['Howard Colman', 'Vinay K. Puduvalli', 'W. K. Alfred Yung', 'Pierre Giglio']"
18314434,['Martin S. Tallman']
18316572,"['Arlene O. Siefker-Radtke', 'Colin P.N. Dinney']"
18316739,['Kenneth J. Pienta']
18317690,['W. K. Alfred Yung']
18320191,['Lia Gore']
18321153,['Jaffer A. Ajani']
18323555,['Joanne Wolfe']
18323559,['Deborah Schrag']
18324964,"['William G. Wierda', 'Alessandra Ferrajoli']"
18326744,['Steven P. Treon']
18331788,['Mario E. Lacouture']
18334673,"['Steven P. Treon', 'Thomas E. Witzig']"
18335505,['Marc Ladanyi']
18335779,['Steven Jubelirer']
18336345,['Gabriel Lopez-Berestein']
18337438,['Lois M. Ramondetta']
18339852,['David Schiff']
18339868,['Elisabeth I. Heath']
18342788,"['Stephen J. Forman', 'Auayporn Nademanee', 'Joseph Rosenthal']"
18347555,['Paul G. Richardson']
18352856,"['Patrick Y. Wen', 'David A. Reardon']"
18355774,['Charis Eng']
18355906,['Trinity Bivalacqua']
18356283,"['Patrick Y. Wen', 'W. K. Alfred Yung']"
18358930,"['Ching-Hon Pui', 'Leslie L. Robison']"
18360833,['Melissa M. Hudson']
18362256,"['Heloisa P. Soares', 'Gerold Bepler']"
18363110,"['Daniel A. Mulrooney', 'Melissa M. Hudson']"
18363482,['Eduardo Bruera']
18364009,['F. Stephen Hodi']
18364469,['Angela Dispenzieri']
18365144,['Patrick Y. Wen']
18370886,['Eduardo Bruera']
18370893,['Eduardo Bruera']
18374222,['Steven E. Schild']
18375901,['Joanne Wolfe']
18376399,"['Renier J. Brentjens', 'Marcel R. M. Van Den Brink']"
18377240,['Andrew E. Sloan']
18377852,['Peter Bach']
18384098,['Ajay Goel']
18384436,"['Timothy Call', 'Tait D. Shanafelt']"
18385728,['Charles L. Sawyers']
18386785,['Kenneth J. Cohen']
18390481,['Thomas F. DeLaney']
18391601,"['Paul D. Brown', 'Jan C. Buckner']"
18393668,['Douglas Yee']
18394558,['Keith L. Ligon']
18395146,['Melissa M. Hudson']
18395355,['Thomas E. Merchant']
18396445,['Ann M. Gillenwater']
18398055,['David T. Scadden']
18398507,"['Leisha A. Emens', 'Elizabeth M. Jaffee']"
18403491,['David A. Reardon']
18403492,"['Patrick Y. Wen', 'Keith L. Ligon', 'David Schiff']"
18406885,['Thomas E. Merchant']
18408710,"['Ching-Hon Pui', 'Michelle M. Le Beau', 'James Downing']"
18409661,['Eduardo Bruera']
18410903,"['Darren R. Feldman', 'Robert J. Motzer']"
18411011,['Ellen F. Manzullo']
18413766,"['Richard E. Champlin', 'Elizabeth J. Shpall']"
18413802,['Samuel Singer']
18413825,['David Schiff']
18421046,['Afshin Dowlati']
18421048,['Wells A. Messersmith']
18427755,['Steven E. Schild']
18429006,['Jennifer W. Mack']
18436390,['Steven E. Schild']
18442039,"['Funda Meric-Bernstam', 'Kelly Hunt']"
18446223,['Yanis Boumber']
18451237,['George D. Demetri']
18451239,"['George Wilding', 'Glenn Liu']"
18452095,"['Steven P. Treon', 'Morie A. Gertz']"
18454609,['Eduardo Bruera']
18454616,['William Breitbart']
18459175,['George Wilding']
18460397,['Charis Eng']
18461370,['Eduardo Bruera']
18461427,['Stephen M. Hahn']
18464047,['Howard L. McLeod']
18465982,['Ann M. Gillenwater']
18468679,"['Stephen M. Ansell', 'Thomas E. Witzig', 'Marina Konopleva']"
18470481,['Afshin Dowlati']
18470568,['Stephen B. Edge']
18471045,['David A. Reardon']
18471046,['Eric L. Chang']
18476792,['David Schiff']
18482053,"['Srdan Verstovsek', 'Hagop M. Kantarjian']"
18485614,['Eric L. Chang']
18485615,['Daphne A. Haas-Kogan']
18485948,['Carola A. S. Arndt']
18488295,['Wells A. Messersmith']
18492956,"['Farhad Ravandi', 'Guillermo Garcia-Manero']"
18493865,"['Antonio C. Wolff', 'Julie R. Brahmer', 'Vered Stearns']"
18501081,"['Tomasz M. Beer', 'Christopher W. Ryan']"
18504622,['Eduardo Bruera']
18505899,['Richard T. Lee']
18513880,"['Patrick Y. Wen', 'David Schiff']"
18513886,['Sameer R. Keole']
18515987,['Djordje Atanackovic']
18519774,"['Tanios S. Bekaii-Saab', 'Michael R. Grever']"
18520608,['David Walterhouse']
18521117,['Jorg Dietrich']
18523933,['William Breitbart']
18525462,['Carola A. S. Arndt']
18528634,"['James L. Abbruzzese', 'Melanie B. Thomas', 'Michael J. Overman', 'Scott Kopetz']"
18534874,['Guru Sonpavde']
18537522,['Leisha A. Emens']
18538973,['Joanne Wolfe']
18539405,['Mark Bilsky']
18539406,['Steven E. Schild']
18539480,['Amy B. Heimberger']
18541899,['Christina Tsien']
18544635,['Hidayatullah G. Munshi']
18549338,"['Joseph Paul Eder', 'Patricia LoRusso']"
18550258,['Jerome Ritz']
18551858,['Michele Y. Halyard']
18551861,['Aminah Jatoi']
18552276,['Kazuaki Takabe']
18554347,['Leslie L. Robison']
18556624,['Robert Winn']
18559622,['Evanthia Galanis']
18559968,"['Patrick Y. Wen', 'W. K. Alfred Yung']"
18562736,['Michael B. Atkins']
18565688,['Dennis C. Shrieve']
18565853,"['Farhad Ravandi', 'Srdan Verstovsek', 'Alessandra Ferrajoli', 'Hagop M. Kantarjian', 'Guillermo Garcia-Manero']"
18565892,['Patricia LoRusso']
18566326,"['Richard E. Champlin', 'Srdan Verstovsek', 'Hagop M. Kantarjian']"
18568074,['Douglas Yee']
18574557,"['Elisabeth I. Heath', 'Patricia LoRusso']"
18575738,['Andrew E. Sloan']
18576918,['Evanthia Galanis']
18577706,['Brian J. Czerniecki']
18580213,['Brian D. Badgwell']
18580782,['Baldassarre Stea']
18582823,['Michael P. La Quaglia']
18591170,['Christopher Sweeney']
18594817,['Amy B. Heimberger']
18596446,['Mark M. Souweidane']
18597714,['Annick D. Van Den Abbeele']
18601519,['Ann M. Gillenwater']
18604724,['Gregory A. Abel']
18612047,['Ernest Hawk']
18613768,['D. Ross Camidge']
18616418,['David A. Reardon']
18618082,['Lia Gore']
18618188,['Gerard M. Doherty']
18621629,['Douglas A. Nelson']
18623382,['Jaffer A. Ajani']
18625854,['Howard Colman']
18629841,['Dean F. Bajorin']
18633576,['Jan C. Buckner']
18635252,['Yukio Sonoda']
18635408,['Michael R. Grever']
18636295,['Henry Brem']
18640576,['Edwin Alyea']
18640578,['Wendy Stock']
18642282,['Yu Chen']
18642348,['Saroj Vadhan-Raj']
18642349,['Steven E. Schild']
18645323,['Eduardo Bruera']
18648974,['Melissa M. Hudson']
18661102,['Camilo E. Fadul']
18664838,['Dennis Chi']
18665158,['Evanthia Galanis']
18669462,"['Thomas E. Merchant', 'Clinton F. Stewart']"
18670778,"['Daniel J. DeAngelo', 'Richard M. Stone', 'Richard A. Larson', 'Wendy Stock']"
18672213,['Eduardo Bruera']
18675501,"['S. Machele Donat', 'Harry W. Herr']"
18676960,['William Breitbart']
18682893,['David Schiff']
18682950,['Claire F. Verschraegen']
18682989,"['Jessica Hwang', 'Donna S. Zhukovsky']"
18683096,['Saranya Chumsri']
18685394,['Aminah Jatoi']
18687533,['Paul D. Brown']
18691013,['Kazuaki Takabe']
18691547,['Keith L. Ligon']
18697547,['Harvey J. Mamon']
18698025,['Jeffrey Myers']
18698034,['Amy B. Heimberger']
18698045,"['Ralph R. Weichselbaum', 'Everett E. Vokes']"
18704266,"['Gregory T. Armstrong', 'Thomas E. Merchant']"
18706807,"['Jeffrey A. Morgan', 'George D. Demetri', 'Suzanne George']"
18707817,['Steven E. Schild']
18708344,['W. K. Alfred Yung']
18708757,['Steven Grant']
18709592,['Aminah Jatoi']
18709900,['Thomas J. Smith']
18710953,['Charles Roberts']
18711182,"['Rinaa S. Punglia', 'Karen E. Hoffman']"
18711186,['Thomas E. Merchant']
18711427,['Patrick Y. Wen']
18713253,"['Paul G. Richardson', 'S. Vincent Rajkumar', 'Andrzej J. Jakubowiak']"
18713945,['Steven P. Treon']
18716081,['Barbara A. Pockaj']
18719356,['Steven Grant']
18720361,['John Marshall']
18721761,['Navneet S. Majhail']
18722934,"['Timothy M. Pawlik', 'Richard D. Schulick']"
18723271,['Michael Wang']
18723297,['Christina Tsien']
18723878,['Henry C. Pitot']
18725933,['Yanis Boumber']
18753102,['Gerard M. Doherty']
18755919,['David A. Reardon']
18757326,['Tracy A. Balboni']
18757774,['Patrick Y. Wen']
18759130,['Daphne A. Haas-Kogan']
18759326,"['James L. Abbruzzese', 'Michael J. Overman', 'Scott Kopetz', 'Jaffer A. Ajani']"
18760400,['Kevin S. Hughes']
18760670,['D. Ross Camidge']
18762017,['Akash Patnaik']
18766961,['Philip L. McCarthy']
18766970,['Anjali S. Advani']
18767265,['Christina Chu']
18767948,['John Marshall']
18768432,['Michele Y. Halyard']
18772396,['Luis A. Diaz']
18773242,['Timothy M. Pawlik']
18776081,"['Philippe Armand', 'Edwin Alyea']"
18778553,['Hongbin Chen']
18778556,['Aminah Jatoi']
18778560,['Eric L. Chang']
18779605,"['Joanne Wolfe', 'Jennifer W. Mack']"
18780317,['Jame Abraham']
18781909,['Mahmoud El-Tamer']
18786716,['Henry Brem']
18787958,['Melissa M. Hudson']
18790784,['Candace S. Johnson']
18792068,['Leslie L. Robison']
18794074,['Ernest Hawk']
18794079,['Ernest Hawk']
18794305,['Andrew X. Zhu']
18796696,['Thomas E. Merchant']
18798063,"['James L. Abbruzzese', 'Michael J. Overman', 'Scott Kopetz']"
18798529,['Grace K. Dy']
18801070,['Yu Chen']
18801512,['Toni K. Choueiri']
18802727,['Yousuf Zafar']
18802946,['Ira J. Dunkel']
18802947,['Ira J. Dunkel']
18804849,"['Pamela T. Soliman', 'Kathleen M. Schmeler', 'Diane C. Bodurka']"
18815841,"['Elizabeth A. Mittendorf', 'Funda Meric-Bernstam', 'Kelly Hunt', 'Barry W. Feig']"
18817468,['Jeffrey Myers']
18818802,['Lucy A. Godley']
18823036,"['S. Machele Donat', 'Harry W. Herr', 'Dean F. Bajorin', 'Paul Russo']"
18826578,['Paul Monk']
18829512,['Guillermo Garcia-Manero']
18831654,['Mark M. Souweidane']
18832458,"['Gregory J. Riely', 'Marc Ladanyi']"
