pmid,HGNC
23466651,MYCN
23467126,CTLA4
23468058,CYP19A1
23468081,VEGFA
23469234,FANCA
23469246,CTLA4
23469246,PRKAR1A
23469959,ESR1
23470840,PTEN
23470965,KRAS
23470965,AKT1
23470965,EGFR
23470965,MET
23470965,BRAF
23473999,BCR
23474110,CALR
23474114,FANCA
23475104,VEGFA
23475104,MTOR
23475877,FH
23475934,PTEN
23477830,BRAF
23477830,MITF
23477833,IGF1
23477833,MTOR
23480492,CTLA4
23480492,RTEL1
23482563,KRAS
23482563,GLI1
23484027,CTLA4
23484027,AKT1
23485129,EGFR
23485503,FAT1
23485734,NF2
23485734,IDH2
23486452,RTEL1
23486779,CTLA4
23486779,AR
23486982,RTEL1
23486982,FAT1
23488609,RTEL1
23489023,RET
23489023,BRAF
23489938,CTLA4
23490650,EGFR
23490650,KDR
23493193,DNMT1
23493348,KIT
23493348,FLT1
23495083,EGFR
23495083,KRAS
23495083,ALK
23497456,FLT1
23499337,ALK
23500043,DNMT1
23500090,ACTG1
23500454,IGF1
23500454,FANCA
23500454,MYC
23500454,MTOR
23502220,BCR
23502220,ABL1
23502430,CTLA4
23503600,ESR1
23503643,ESR1
23503753,KIT
23504136,ESR1
23504821,CYP19A1
23505007,MET
23505007,ALK
23507396,NF2
23507484,IDH2
23508721,DNMT1
23509304,APC
23512567,DDIT3
23512567,FH
23512728,DNMT1
23515080,CTLA4
23515080,PRKAR1A
23515407,KRAS
23515407,IGF1
23515407,ALK
23515407,EGFR
23515407,MET
23515407,BRAF
23515411,FH
23515613,IGF1
23515613,INSR
23515613,AKT1
23515929,CTLA4
23516391,MET
23516391,MST1R
23516391,KDR
23516391,AXL
23516431,CTLA4
23517347,BCR
23518928,ESR1
23518928,CYP19A1
23520486,KRAS
23520486,MTOR
23520486,BRAF
23520486,AKT1
23523419,DNMT1
23523419,FAT1
23525267,SMO
23525267,GLI1
23525267,SUFU
23525267,MYC
23525267,PTCH1
23525575,EGFR
23525575,MTOR
23525575,AKT1
23525607,IGF1
23526299,IGF1
23526299,MET
23526299,SRC
23526299,SOS1
23527225,XIAP
23527225,FH
23527225,MITF
23529012,ATM
23529012,CTLA4
23529012,SDHB
23530114,EPCAM
23530114,CTLA4
23530248,ATRX
23530248,TERT
23530663,REST
23530930,REL
23530930,FLT1
23531335,MSH2
23531446,DNMT1
23532369,IDH2
23533264,RET
23533265,CALR
23533265,RET
23533265,ALK
23535183,MET
23535510,RASA1
23535601,KRAS
23535731,ESR1
23535731,BRCA1/2
23535731,NR4A3
23535731,TERT
23535733,ESR1
23536435,VEGFA
23536435,KDR
23536562,ESR1
23536562,BRCA1/2
23536562,TERT
23536563,MYC
23536721,BRCA1/2
23536721,CTLA4
23536721,FLT1
23536776,CTLA4
23538902,RAF1
23538902,MTOR
23538902,AKT1
23538902,BRAF
23538902,FH
23542955,CYP19A1
23543207,ALK
23543207,MET
23543207,SOS1
23543207,AKT1
23543364,SDHB
23543364,AKT1
23543667,KRAS
23543667,HRAS
23543667,MTOR
23543667,AKT1
23543667,RET
23543667,BRAF
23544012,BRCA1/2
23544013,BRCA1/2
23544014,CUX1
23545358,DNMT1
23545569,MET
23546553,ESR1
23546553,CYP19A1
23547084,KRAS
23547084,BRAF
23547098,CTLA4
23547835,CTLA4
23547835,DNMT1
23547861,ARID1A
23548616,BRD4
23550025,VEGFA
23550148,KIT
23550148,SDHB
23551194,EGFR
23551194,ALK
23551370,BRAF
23551593,NR4A3
23552377,EGFR
23552377,ALK
23552670,BRAF
23553066,DNMT1
23553848,PGR
23553848,MET
23553848,KDR
23553849,PGR
23553849,REST
23553849,KRAS
23553849,ALK
23553849,EGFR
23553850,MAX
23553850,FAT1
23555036,CTLA4
23555036,RTEL1
23557151,MET
23557194,CTLA4
23558169,IDH2
23558254,DNMT1
23560068,CTLA4
23560068,ACTG1
23560377,EGFR
23560377,KRAS
23561475,CTLA4
23561477,CTLA4
23561477,PRKAR1A
23562183,EGFR
23562183,ALK
23563653,EGFR
23563900,PGR
23563900,VEGFA
23564351,KRAS
23564351,KMT2A
23564700,BCR
23568001,DNMT1
23568481,ERBB2
23568716,EGFR
23568716,ERBB2
23568716,KRAS
23569304,BRAF
23569312,RB1
23569315,ESR1
23570416,CTLA4
23571183,EGFR
23571588,RET
23571588,BRAF
23572408,VEGFA
23572408,MTOR
23572408,KDR
23575393,DNMT1
23575478,MAX
23576267,NR4A3
23576371,KRAS
23576557,EGFR
23576557,GLI1
23578540,SDHB
23580068,PGR
23580068,MET
23580068,ESR1
23580238,VEGFA
23580280,BRCA1/2
23580326,AR
23580589,VEGFA
23580589,AKT1
23580661,CTLA4
23582282,EGFR
23582411,VEGFA
23582411,RET
23582411,NTRK1
23583981,ATRX
23583981,BRAF
23584298,EGFR
23584298,KRAS
23584343,KIT
23584394,CALR
23584710,BRCA1/2
23585059,MET
23585144,ACTG1
23585220,MET
23585220,CALR
23585220,ALK
23585368,POLE
23585368,APC
23585892,CTLA4
23585892,PRKAR1A
23588221,EGFR
23588221,AKT1
23589106,CTLA4
23589548,KIT
23589550,PTEN
23591714,CTLA4
23592429,DNMT1
23594111,NR4A3
23594111,ETV6
23594111,AKT1
23594426,EGFR
23595294,MST1R
23595559,PGR
23595559,PTEN
23595559,ESR1
23595559,AKT1
23595559,BRCA1/2
23597721,MET
23597721,AR
23598962,NR4A3
23599147,EGFR
23599269,FANCA
23603862,IGF1
23603862,CTLA4
23605083,IGF1
23605083,MTOR
23605083,AKT1
23605780,DNMT1
23605780,MTOR
23605780,PDGFRA
23605780,AKT1
23605780,KIT
23607450,MYC
23607889,CTLA4
23607916,EGFR
23607916,AKT1
23608443,BRAF
23608815,CALR
23608816,FAT1
23608829,ARID1A
23608920,BRAF
23609948,MYC
23609948,PTEN
23613428,MTOR
23613428,PTEN
23613428,AKT1
23613447,EGFR
23613447,DNMT1
23613521,FLT1
23615632,BRAF
23615697,BRCA1/2
23619103,MET
23619168,CUX1
23619168,FAT1
23619361,CTLA4
23619361,APC
23619390,BCR
23619390,DNMT1
23619604,EGFR
23619604,KRAS
23619698,RIT1
23619698,MET
23619698,CTLA4
23619698,RTEL1
23620404,PGR
23620404,CTLA4
23620404,BRAF
23620504,HGF
23620574,BCR
23620574,ABL1
23621222,ERCC5
23623402,VEGFA
23624818,ESR1
23625626,PGR
23625626,RELN
23625747,DNMT1
23625802,EGFR
23627452,CTLA4
23627452,MAF
23627452,RB1
23628042,CTLA4
23628526,EGFR
23629521,CTNNB1
23630167,CALR
23630204,CTLA4
23630215,KRAS
23630215,ACTG1
23630459,AR
23631401,HGF
23632090,CTLA4
23632888,CSF1R
23632888,CTLA4
23633004,CTLA4
23633104,VEGFA
23633104,KRAS
23633104,AKT1
23633104,EGFR
23633104,KIT
23633104,BRAF
23633458,MTOR
23633484,VEGFA
23633484,CTLA4
23633487,CTLA4
23633565,BRAF
23634290,CTLA4
23634996,NPM1
23635388,CTLA4
23635558,ESR1
23636127,CTLA4
23636140,BCR
23636649,MET
23636649,IGF1
23636649,INSR
23637129,KRAS
23637129,PTEN
23637129,AKT1
23637910,ACTG1
23637920,AXL
23639620,MET
23640240,FAT1
23641016,IDH2
23642215,PGR
23642215,ESR1
23645624,PGR
23645624,ESR1
23646100,ESR1
23646887,DNMT1
23647940,ESR1
23648437,ESR1
23648440,MET
23648460,BRAF
23648841,ARID1B
23649003,CTLA4
23649466,KMT2A
23649549,VEGFA
23649549,CTLA4
23649683,VEGFA
23649683,MAX
23650102,FAT1
23650262,BRCA1/2
23650412,PTEN
23650412,AKT1
23650416,ESR1
23650416,CYP19A1
23653149,HLA-C
23653243,NR4A3
23657171,MET
23657629,CTLA4
23657789,EGFR
23657789,BRAF
23658244,CTLA4
23658823,ESR1
23659580,RTEL1
23659580,FAT1
23659969,MTOR
23659971,PGR
23659971,RTEL1
23660948,ESR1
23661716,EGFR
23661716,ALK
23664026,CD79A
23664431,DNMT1
23667174,CTLA4
23669224,MET
23669308,MET
23670029,PTEN
23671068,VEGFA
23671647,EGFR
23671647,BRAF
23671647,KRAS
23672746,CTLA4
23673510,VEGFA
23674270,BRCA1/2
23674352,CTLA4
23674352,FH
23674352,MTOR
23674352,AKT1
23675882,BRCA1/2
23675882,MTOR
23675882,AKT1
23676344,EGFR
23676502,MYC
23677993,FANCA
23677993,CTLA4
23678006,CTLA4
23680033,CALR
23680713,MET
23680713,DNMT1
23681603,CTLA4
23684373,MTOR
23684422,REST
23684422,ESR1
23684509,CTLA4
23684509,FH
23685749,IGF1
23685749,CREBBP
23686402,MET
23686416,ESR1
23686416,EGFR
23686837,EGFR
23686837,SRC
23687089,IDH2
23687089,CTLA4
23687089,DNMT1
23687793,EGFR
23687793,ERBB2
23687793,KDR
23687793,IGF1
23688815,KIT
23689692,CTLA4
23689844,CALR
23690142,RASA1
23690408,DNMT1
23690411,KMT2A
23690420,ESR1
23692856,DDIT3
23692856,CTLA4
23692961,CALR
23695169,VEGFA
23695440,DNMT1
23695931,ACTG1
23695956,CTLA4
23696129,VEGFA
23696129,MTOR
23696215,KRAS
23700287,VEGFA
23700287,KIT
23700287,RET
23700288,KIT
23700288,SDHB
23701522,DNMT1
23701942,PGR
23701942,CTLA4
23701942,ESR1
23704231,ACTG1
23704240,RTEL1
23704246,ESR1
23704319,MET
23704319,SDHB
23705932,DNMT1
23706170,PGR
23706170,AMER1
23706170,ESR1
23706570,CTLA4
23707221,PGR
23707670,KRAS
23707670,BRAF
23707855,GATA3
23709298,VHL
23709298,BRCA1/2
23709419,EGFR
23709419,KRAS
23709751,BRAF
23712190,BRAF
23714453,ESR1
23714453,CYP19A1
23714455,INSR
23714460,VEGFA
23714462,BRAF
23714462,AKT1
23714467,CYP19A1
23714467,FANCA
23714474,EGFR
23714474,KRAS
23714515,EGFR
23714515,ALK
23714515,AKT1
23714556,VEGFA
23714556,MTOR
23714556,ALK
23714705,DNMT1
23714727,MTOR
23715079,BRAF
23715154,KRAS
23715580,MET
23715582,MTOR
23716468,BRCA1/2
23716545,WHSC1
23717541,KIT
23717541,SDHB
23717541,PDGFRA
23717691,CTLA4
23718298,KDR
23719057,REST
23719057,MET
23719260,ACTG1
23719261,MST1
23719297,BCR
23719331,ESR1
23720056,AKT1
23721245,ATM
23721559,VEGFA
23721559,SRC
23721559,ALB
23722880,DNMT1
23722880,FLT1
23722880,PTEN
23723238,RASA1
23723238,MTOR
23723238,ACTG1
23724913,ALK
23724914,CALR
23724914,CTLA4
23724914,ALK
23725359,ATM
23725567,VEGFA
23725567,EGFR
23725567,MTOR
23725567,MET
23725711,MET
23725793,MET
23726226,CTLA4
23727860,XIAP
23727860,AR
23727860,PTEN
23729361,EGFR
23729361,KRAS
23729361,ALK
23729478,EGFR
23729478,MET
23729478,KRAS
23731854,ESR1
23732399,FANCA
23732621,DNMT1
23733015,GREM1
23734654,ESR1
23734654,DDIT3
23735514,BRAF
23735704,CYP19A1
23735704,MTOR
23740344,BRCA1/2
23741006,AR
23741071,KRAS
23741071,IGF1
23741071,PTEN
23741305,MET
23741305,CTLA4
23741305,PRKAR1A
23742290,DNMT1
23743569,KRAS
23743569,MTOR
23743569,AKT1
23744583,CALR
23744866,CYP19A1
23744866,MTOR
23744866,AKT1
23747892,BRCA1/2
23749498,MET
23749720,CTLA4
23754639,VEGFA
23754639,EGFR
23754639,MTOR
23754639,MYC
23755096,AKT1
23757354,ESR1
23757356,EGFR
23757356,KRAS
23758893,CTLA4
23758893,DNMT1
23759327,AKT1
23760490,EGFR
23760490,AKT1
23760779,SDHB
23760948,KRAS
23760948,CTNNB1
23760948,PTEN
23760948,AKT1
23761168,KRAS
23762318,ACTG1
23763915,NPM1
23763915,FLT1
23764000,ESR1
23764004,BCR
23764004,PTEN
23764004,AKT1
23764426,BRCA1/2
23765114,PGR
23765114,MTOR
23765114,AKT1
23765114,EGFR
23765114,RET
23765207,MET
23765406,MET
23766521,ESR1
23768638,RTEL1
23768638,DNMT1
23769581,FAT1
23770013,KMT2A
23770156,BCR
23770605,FANCA
23770605,TERT
23770605,CUX1
23770606,IDH2
23770606,RB1
23770802,RASA1
23770802,CTLA4
23770823,BRAF
23771519,EGFR
23771519,ALK
23771655,NPM1
23771655,CTLA4
23771655,FLT1
23773106,VEGFA
23773106,EGFR
23773106,ALK
23773391,CALR
23773459,KRAS
23773459,BRAF
23774171,CTLA4
23774213,CBL
23774213,SRC
23774213,EGFR
23775486,EGFR
23775587,FH
23775962,KIT
23776447,AKT1
23777764,BCR
23780727,PGR
23780727,ESR1
23782157,BTK
23782158,BTK
23782351,DNMT1
23782682,CTLA4
23782935,IDH2
23782935,DNMT1
23784627,CALR
23785174,MAX
23785174,DNMT1
23786456,PGR
23786456,VEGFA
23786456,DDIT3
23787123,BCR
23787800,EGFR
23788674,BRAF
23788674,DNMT1
23789698,EGFR
23791827,MET
23792568,EGFR
23792568,BRAF
23792592,XIAP
23792636,EPHA3
23795223,MET
23796560,AR
23796897,FANCA
23796952,MYC
23796992,DNMT1
23797725,SDHA
23797725,DNMT1
23797725,SDHB
23798338,ESR1
23798388,KMT2A
23798432,MTOR
23798432,AR
23799286,U2AF1
23799288,ESR1
23800008,BRAF
23800680,IGF1
23800680,PTPRD
23800680,YY1
23800934,KRAS
23800934,BRAF
23801633,CTLA4
23801633,CD79A
23801749,IDH2
23801885,MET
23802738,DDIT3
23802738,BRD4
23803692,CYLD
23803709,BCR
23803709,ABL1
23804308,VEGFA
23806336,FANCD2
23806336,FANCA
23806491,AR
23807774,MET
23809055,RTEL1
23809055,DNMT1
23810431,DNMT1
23810467,MET
23810467,KDR
23810788,BRCA1/2
23810788,PTEN
23812490,BCR
23812490,RTEL1
23812490,NR4A3
23812490,CTLA4
23812490,FH
23812671,BRAF
23812955,ESR1
23814481,RIT1
23814487,EGFR
23814487,SRC
23814487,MET
23815907,CEBPA
23815907,IDH2
23815907,DNMT1
23815907,KIT
23815907,NPM1
23815907,CTLA4
23815907,FLT1
23815996,KIT
23816296,EGFR
23816296,MET
23816960,EGFR
23816967,EGFR
23817021,ERG
23817021,AR
23817021,PTEN
23817572,BRAF
23818573,IGF1
23819610,EGFR
23819947,KRAS
23819947,CALR
23819947,ALK
23819947,EGFR
23819947,MET
23819947,BRAF
23820265,DNMT1
23824624,YY1
23824739,AKT1
23826776,AR
23828092,ESR1
23828240,CTLA4
23828498,CTLA4
23830530,REST
23833300,EGFR
23833300,KRAS
23833300,BRAF
23833300,ALK
23833302,VEGFA
23833308,VEGFA
23833308,KDR
23834234,RTEL1
23835710,ESR1
23835710,MET
23835710,CYP19A1
23835714,DNMT1
23836011,ESR1
23836190,EGFR
23836481,EGFR
23836557,BTK
23836561,BCR
23836561,ABL1
23838676,MTOR
23838676,AKT1
23838935,CTLA4
23840053,VHL
23840053,MTOR
23840053,ATRX
23840564,BRCA1/2
23840564,FANCA
23840564,MAF
23840605,MTOR
23840605,ACTG1
23840605,PTEN
23840605,AKT1
23841470,ESR1
23841470,KRAS
23841470,CALR
23841470,ALK
23841470,EGFR
23841470,MET
23841470,RET
23841470,BRAF
23841506,CTLA4
23841506,FLT1
23841899,CTLA4
23845225,PGR
23845225,ESR1
23845841,CALR
23845841,KIT
23846781,PGR
23846786,NR4A3
23847348,NF2
23847348,BRAF
23851609,ESR1
23851609,CTLA4
23852656,MET
23852656,MTOR
23853057,HGF
23853209,BRCA1/2
23857398,KRAS
23859617,EGFR
23859617,MYC
23859617,AKT1
23859704,DNMT1
23860199,KIT
23860642,PGR
23861747,VEGFA
23861747,KDR
23863356,PGR
23863356,SDHB
23864790,MET
23867058,PRKAR1A
23867470,CTLA4
23867510,VEGFA
23867510,KDR
23867513,MET
23868188,KDR
23868456,NR4A3
23868457,NR4A3
23868553,MET
23870420,ARID1A
23871402,FAT1
23871637,VEGFA
23871769,IDH2
23877009,CASP8
23877009,MTOR
23877009,AKT1
23877318,IDH2
23877633,ESR1
23877633,ERBB2
23878352,KRAS
23878352,BRAF
23879247,EGFR
23879247,BRAF
23879247,AKT1
23881924,ESR1
23881924,MTOR
23881924,BRAF
23881929,VEGFA
23881929,VHL
23881989,BRCA1/2
23883585,PGR
23883585,CALR
23883585,ERBB2
23883585,ESR1
23883821,CTLA4
23883821,RTEL1
23886836,BTK
23887156,EGFR
23887156,CALR
23887156,KRAS
23887156,ALK
23887300,EGFR
23887300,KIT
23887300,ALK
23887852,KDR
23887971,BCR
23887971,ABL1
23887971,KIT
23887971,CTLA4
23890779,MYCN
23890944,BCR
23890944,ABL1
23891158,VEGFA
23891158,MET
23891341,MAX
23891341,BRD4
23891341,INSR
23891341,GATA3
23891972,CTLA4
23893461,MAX
23893461,DNMT1
23893461,FAT1
23895135,MTOR
23895135,MYC
23895135,RB1
23895135,AKT1
23896391,CTLA4
23896391,FLT1
23896410,SRC
23896410,KIT
23896410,LYN
23896410,AKT1
23897319,VHL
23897899,EGFR
23897899,KRAS
23897899,ALK
23897955,ESR1
23897969,BRAF
23897969,RB1
23897969,AKT1
23898085,MET
23898085,SOS1
23899692,MTOR
23899895,HGF
23900000,VEGFA
23901115,ALB
23903755,BRAF
23903756,MTOR
23903756,AKT1
23903894,AKT1
23903897,MET
23903897,KDR
23906050,BCR
23906658,DNMT1
23906982,KRAS
23907406,NR4A3
23907505,MTOR
23907769,RTEL1
23908358,NR4A3
23908358,FH
23908358,ACTG1
23908595,EIF4E
23908595,MYC
23908595,PTEN
23909065,PGR
23909065,ESR1
23909494,RTEL1
23909734,FH
23909734,MTOR
23909734,AKT1
23911227,KRAS
23911227,CALR
23911227,ALK
23911227,EGFR
23911227,MET
23911227,BRAF
23911321,AKT1
23911703,ESR1
23912084,RASA1
23912084,KRAS
23912587,CTLA4
23913621,CTNNB1
23913852,BCR
23913852,ABL1
23914148,MET
23915072,SMO
23915072,CYLD
23915749,BCR
23916291,RB1
23916693,ESR1
23917378,ATM
23918602,ESR1
23918832,ESR1
23918944,BRCA1/2
23918947,BRAF
23919278,ACTG1
23920389,DNMT1
23921511,CTLA4
23921646,ESR1
23922022,EGFR
23922059,CTLA4
23922187,CTLA4
23922205,BRAF
23922674,IGF1
23922674,MTOR
23922674,AKT1
23924272,HGF
23926067,ESR1
23927371,MET
23927391,BCR
23927520,AKT1
23928771,BRAF
23930215,BRD4
23930849,IGF1
23930849,DNMT1
23931899,ALK
23932319,EGFR
23934135,MET
23934135,IGF1
23935891,MTOR
23935891,PTEN
23935891,AKT1
23935919,HLA-C
23935996,ESR1
23935996,PGR
23936317,ESR1
23936317,CALR
23936317,FH
23936455,KRAS
23936455,CALR
23939375,FANCD2
23940084,CTLA4
23941244,ATM
23942091,EGFR
23942294,ESR1
23942300,MET
23942922,DDIT3
23943203,EGFR
23943203,KDR
23943203,DNMT1
23943652,KIT
23943652,AKT1
23946172,RASA1
23946494,INSR
23949430,FH
23952243,DNMT1
23953635,ERG
23954159,APC
23955073,FH
23955073,AKT1
23955093,EPCAM
23955093,CTLA4
23955273,DNMT1
23955388,CTLA4
23955456,IDH2
23955456,CTLA4
23955584,MET
23956130,MET
23958541,KRAS
23958541,FAT1
23960186,CTNNB1
23962028,CYP19A1
23962513,RASA1
23962574,KRAS
23962574,PTEN
23962904,ATM
23963114,EGFR
23963114,MTOR
23963114,AKT1
23963360,PGR
23963360,EGFR
23965287,NR4A3
23965901,PGR
23965901,AR
23965901,ESR1
23965903,MYC
23966292,FANCD2
23966292,EGFR
23966622,ACTG1
23967493,MET
23968916,CTLA4
23969101,CTLA4
23969188,RET
23969188,BRAF
23969938,FLT1
23970364,ESR1
23970364,ERBB2
23970364,PGR
23971497,NR4A3
23971832,ESR1
23971832,PRKD1
23971832,MST1
23972025,ESR1
23972025,PGR
23972707,VEGFA
23972707,MTOR
23972715,VEGFA
23972715,VHL
23972715,MTOR
23974116,KMT2A
23974116,EED
23974201,KMT2A
23974201,RET
23974656,EGFR
23975010,GNAQ
23975010,BRAF
23975090,PTEN
23975090,CTLA4
23975090,PTPRD
23975090,APC
23975231,MAX
23975299,PGR
23975299,ESR1
23975314,ESR1
23975756,CTLA4
23975756,FLT1
23975882,CTLA4
23978847,CTLA4
23980085,MTOR
23980085,PTEN
23980085,AKT1
23980091,EGFR
23980676,ARID1A
23980677,ARID1A
23981385,MET
23982177,DDIT3
23982612,NTRK1
23983255,PGR
23983255,CTLA4
23986400,CTLA4
23988451,CTLA4
23988451,MYC
23990113,FH
23991730,CTLA4
23991764,HLA-C
23991819,RASA1
23992230,CRBN
23993097,AR
23993427,AKT1
23993863,CTLA4
23994887,CTLA4
23996476,RASA1
23996484,MTOR
23996928,CYLD
23998254,MET
23998254,FH
23999427,KRAS
23999433,BCR
23999433,ABL1
23999969,NPM1
23999969,ALK
24001709,ARID1A
24001775,FANCD2
24001775,FANCA
24002034,AR
24002496,PGR
24002496,FLT1
24002500,FH
24002501,MET
24002501,RET
24002501,NTRK1
24002508,AR
24004182,NPM1
24004697,BCR
24004697,ABL1
24004697,KIT
24004697,DNMT1
24006085,CTLA4
24006244,KRAS
24006244,CALR
24006244,BRAF
24006244,APC
24008095,PGR
24008095,BRCA1/2
24008095,CTLA4
24008095,ESR1
24008396,AKT1
24008424,BRAF
24009521,VEGFA
24012272,MET
24012393,MTOR
24012393,AKT1
24013638,PAX5
24014009,CALR
24014093,EPHA3
24014103,FANCA
24014242,DDIT3
24014300,PRKAR1A
24014597,AXL
24016410,MET
24016675,KIT
24018560,HLA-C
24018645,KRAS
24018645,BRAF
24019101,ESR1
24019539,KRAS
24019539,BRAF
24019545,VEGFA
24019545,KDR
24022442,CALR
24022442,DNMT1
24022839,ALK
24023271,ESR1
24025251,EGFR
24025251,FH
24025251,AR
24025359,SRC
24025359,CALR
24025359,CTLA4
24025525,CTLA4
24027196,AR
24027197,AR
24027431,MTOR
24029645,VHL
24030378,CTLA4
24030378,PRKAR1A
24030379,CTLA4
24030379,PRKAR1A
24032430,ATM
24032456,CTLA4
24032600,RTEL1
24033280,MET
24035029,MET
24035071,DNMT1
24035353,KMT2A
24035712,DDIT3
24035716,NPM1
24035716,ACTG1
24035783,ARID1A
24036854,CTLA4
24036889,DNMT1
24037412,DNMT1
24037752,EGFR
24037752,KRAS
24037976,MET
24037976,PTEN
24037977,CYP19A1
24038028,FH
24038736,FH
24039069,EGFR
24040035,FANCD2
24040035,BRCA1/2
24040410,KDR
24041557,INSR
24041868,VEGFA
24041868,ACTG1
24041878,PGR
24041978,PGR
24042258,MTOR
24042258,AKT1
24042365,BRCA1/2
24043736,RTEL1
24043745,REST
24045151,IGF1
24045151,INSR
24045180,IGF1
24045180,INSR
24045182,PGR
24045182,KIT
24046014,FLT1
24046014,AR
24046103,MET
24046116,AR
24047116,BRAF
24048123,CTLA4
24048331,ESR1
24048331,PTEN
24048523,CTLA4
24048523,HLA-C
24048792,CTLA4
24048792,FH
24048796,VEGFA
24048801,ESR1
24050507,BCR
24050517,DNMT1
24052005,FH
24052005,AKT1
24053120,MTOR
24053151,EGFR
24053208,RTEL1
24053727,ESR1
24054332,MET
24055054,MTOR
24055054,BRAF
24055055,ESR1
24055055,YAP1
24056212,CTLA4
24056817,DNMT1
24057042,PGR
24058630,KRAS
24058630,ARID1A
24059374,FAT1
24059396,ESR1
24060289,BCR
24060333,ESR1
24061039,PTEN
24061039,MTOR
24061039,AKT1
24061039,MET
24061039,EGFR
24061039,KMT2A
24061039,FAT1
24063894,EGFR
24064321,CTLA4
24065146,EGFR
24065146,IGF1
24065146,AKT1
24065712,DNMT1
24066160,BRAF
24067136,CTLA4
24068539,PGR
24068539,ERBB2
24068539,ESR1
24068557,ESR1
24069370,DNMT1
24070170,PGR
24070170,ESR1
24072183,ERG
24072183,CTLA4
24072218,SRC
24072218,ABL1
24072218,KIT
24072218,BCR
24072219,ESR1
24072219,ATM
24072220,EGFR
24072401,CTLA4
24074782,CYP19A1
24074799,ESR1
24074925,ESR1
24074931,KIT
24075276,DNMT1
24075621,HGF
24076052,DNMT1
24076665,PTEN
24076773,AR
24077352,ESR1
24077846,BCR
24077846,ABL1
24077916,PGR
24077916,EGFR
24078694,CTLA4
24078774,EGFR
24079419,DNMT1
24080154,BRD4
24080446,CTLA4
24083594,BCR
24084032,ESR1
24084763,NR4A3
24084763,APC
24084924,MET
24085643,MET
24085777,EGFR
24085788,CTLA4
24085845,BRCA1/2
24086435,FANCD2
24086435,FANCA
24086701,FH
24088734,CALR
24088738,VEGFA
24088738,KDR
24089344,NR4A3
24089441,BRAF
24089443,BRAF
24089446,REST
24089446,MTOR
24089458,MST1
24091637,RASA1
24092775,VEGFA
24092809,PGR
24092809,KRAS
24092809,MTOR
24092809,AKT1
24092809,BRAF
24092920,SRC
24092920,IGF1
24092920,AKT1
24094768,VEGFA
24094768,KDR
24095296,BCR
24095296,ABL1
24095609,MET
24095609,CYP19A1
24097082,RTEL1
24097631,NPM1
24097631,FLT1
24097857,CTLA4
24097867,MTOR
24097870,EGFR
24097870,KRAS
24097873,VEGFA
24098663,MITF
24098947,DNMT1
24099077,BRD4
24100628,SRC
24100628,PTEN
24101045,BRD4
24101120,ESR1
24101120,CYP19A1
24102152,KIT
24104062,BRAF
24104551,ESR1
24104551,APC
24104864,KRAS
24104864,BRAF
24105075,KRAS
24107973,DNMT1
24108568,ESR1
24108668,MAX
24108668,MTOR
24111533,ESR1
24111533,RTEL1
24114122,BRD4
24116946,DNMT1
24117234,DDIT3
24120142,EGFR
24120142,TERT
24120142,PDGFRA
24120655,ESR1
24121487,TERT
24122792,VEGFA
24122794,ACTG1
24122817,DNMT1
24123354,ETV6
24123354,MYCN
24123354,TERT
24123531,EGFR
24123531,HRAS
24123531,KRAS
24123960,DNMT1
24124593,MET
24126223,VEGFA
24127450,ARID1A
24127486,CTLA4
24128712,BRCA1/2
24128713,BRAF
24129344,CRBN
24129826,MET
24130049,SRC
24130049,IGF1
24130049,AKT1
24130067,HGF
24130224,ERG
24130372,DNMT1
24130782,CTLA4
24132104,CALR
24132104,RET
24132104,ALK
24132762,IGF1
24133630,KIT
24133630,BRAF
24133630,PTEN
24133630,AKT1
24135404,PGR
24135404,ESR1
24135786,VEGFA
24136669,BRCA1/2
24136882,DNMT1
24136929,GNAS
24138980,BRAF
24139215,KRAS
24139215,BRAF
24140020,MYC
24140020,AKT1
24141626,VEGFA
24141626,CTLA4
24141626,SOS1
24141626,SDHB
24141699,DNMT1
24141897,FAT1
24142626,ATR
24142626,ATM
24142626,INSR
24142997,IDH2
24142997,DNMT1
24142997,KRAS
24142997,KIT
24142997,NPM1
24142997,FLT1
24143206,VEGFA
24144307,ATM
24144641,RASA1
24145001,FAT1
24145339,CYLD
24145344,DNMT1
24145345,CTLA4
24145593,RASA1
24145987,DNMT1
24145992,BRCA1/2
24146957,MTOR
24146957,AKT1
24148653,ATM
24148783,BRAF
24149137,EGFR
24149137,KIT
24149137,BRAF
24149137,KRAS
24149943,PGR
24151050,BCR
24151090,CYLD
24154679,MTOR
24154679,AKT1
24154958,ERG
24154958,CTLA4
24155971,ATM
24155971,MTOR
24155971,CALR
24155971,AKT1
24156028,DNMT1
24158597,EGFR
24158787,CYP19A1
24158971,PTEN
24158971,KRAS
24158971,EGFR
24158971,MET
24158971,BRAF
24159371,EGFR
24159371,AKT1
24160850,RARA
24160850,FLT1
24162108,ACTG1
24162813,KMT2A
24162813,BCR
24162813,ABL1
24162813,CTLA4
24163374,KRAS
24163374,FH
24163374,BRAF
24166903,AKT1
24166906,EGFR
24167321,CTLA4
24168492,KRAS
24168499,PTEN
24169644,VHL
24169644,SDHD
24169644,SDHC
24169644,SDHA
24169644,RET
24169644,SDHB
24169644,MAX
24170769,BRAF
24171516,ESR1
24171516,DDIT3
24172097,BRCA1/2
24173543,VEGFA
24173543,ALK
24173967,SRC
24173967,ACTG1
